Orginization	Domain ID	Policy Name	Policy ID	Rule's Name	Rule's ID	Enabled	Source Zone	Destination Zone	Source Network	Destination Network	Source Port	Destination Port	Users	URL	Applications
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	AccessPolicy-veer-test-1	005056BB-0B24-0ed3-0000-867583394493	Product_Vpn_TEST	005056BB-0B24-0ed3-0000-000268484624	True	[['SecurityZone', '_sz1']]	[['SecurityZone', '_sz3']]	[['FQDN', '31.1.1.1'], ['FQDN', '231.1.1.1'], ['Host', '10.5.5.103']]	[['FQDN', '10.1.1.1'], ['FQDN', '10.2.2.2'], ['FQDN', '212.1.1.1'], ['Host', '10.5.5.105']]	[['6', '222'], ['ProtocolPortObject', '1352']]	[['6', '111'], ['ProtocolPortObject', '1533']]	[]	[['Url', 'dup.dup.dup']]	[['Application', 'DNS']]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	AccessPolicy-veer-test-1	005056BB-0B24-0ed3-0000-867583394493	Product_Vpn_TEST (1)	005056BB-0B24-0ed3-0000-000268484626	True	[['SecurityZone', '_sz1']]	[['SecurityZone', '_sz3']]	[['FQDN', '31.1.1.1'], ['FQDN', '231.1.1.1']]	[['FQDN', '10.1.1.1'], ['FQDN', '10.2.2.2'], ['FQDN', '212.1.1.1']]	[]	[]	[]	[]	[['Application', 'DNS']]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	AccessPolicy-veer-test-1	005056BB-0B24-0ed3-0000-867583394493	Product_Vpn_TEST (2)	005056BB-0B24-0ed3-0000-000268484627	True	[['SecurityZone', '_sz1']]	[['SecurityZone', '_sz3']]	[['FQDN', '31.1.1.1'], ['FQDN', '231.1.1.1']]	[['FQDN', '10.1.1.1'], ['FQDN', '10.2.2.2'], ['FQDN', '212.1.1.1']]	[]	[]	[]	[]	[['Application', 'DNS']]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	AccessPolicy-veer-test-2	005056BB-0B24-0ed3-0000-871878361667	Rule Without Object	005056BB-0B24-0ed3-0000-000268484628	True	[]	[]	[['FQDN', '10.10.10.10']]	[['FQDN', '20.20.20.20']]	[]	[['6', '443'], ['6', '80']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	AccessPolicy-veer-test-2	005056BB-0B24-0ed3-0000-871878361667	Rule1	005056BB-0B24-0ed3-0000-000268484629	True	[]	[]	[]	[]	[]	[['6', '443'], ['6', '80']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	AccessPolicy-veer-test-2	005056BB-0B24-0ed3-0000-871878361667	Rule2	005056BB-0B24-0ed3-0000-000268484630	True	[]	[]	[['FQDN', '10.10.10.10'], ['FQDN', '30.30.30.30']]	[['FQDN', '20.20.20.20']]	[]	[['6', '443'], ['6', '80']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	AccessPolicy-veer-test-2	005056BB-0B24-0ed3-0000-871878361667	karimtest	005056BB-0B24-0ed3-0000-000268484635	True	[]	[]	[]	[]	[]	[]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	AccessPolicy-veer-test-2	005056BB-0B24-0ed3-0000-871878361667	karimtest2	005056BB-0B24-0ed3-0000-000268484636	True	[]	[]	[]	[]	[]	[]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	AccessPolicy-veer-test-2	005056BB-0B24-0ed3-0000-871878361667	karimtest3	005056BB-0B24-0ed3-0000-000268484637	True	[['SecurityZone', 'outside1']]	[]	[]	[]	[]	[]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	AccessPolicy-veer-test-2	005056BB-0B24-0ed3-0000-871878361667	karimtest4	005056BB-0B24-0ed3-0000-000268484638	True	[['SecurityZone', 'outside1']]	[['SecurityZone', 'outside2']]	[]	[]	[]	[]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	AccessPolicy-veer-test-2	005056BB-0B24-0ed3-0000-871878361667	karimtest5	005056BB-0B24-0ed3-0000-000268484639	True	[['SecurityZone', 'outside1']]	[['SecurityZone', 'outside2']]	[['Network', '10.190.0.0_16']]	[['Network', '144.104.16.0_21']]	[['ProtocolPortObject', '1352']]	[['ProtocolPortObject', '123']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	AccessPolicy1	005056BB-0B24-0ed3-0000-867583400843	Test	005056BB-0B24-0ed3-0000-000268483639	True	[]	[]	[]	[]	[]	[]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	AccessPolicy29	005056BB-0B24-0ed3-0000-863288498942	test rule 1	005056BB-0B24-0ed3-0000-000268484631	True	[]	[]	[['Host', '10.5.5.103']]	[['Host', '10.5.5.105']]	[]	[]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	AccessPolicy29	005056BB-0B24-0ed3-0000-863288498942	test rule 2	005056BB-0B24-0ed3-0000-000268484632	True	[]	[]	[['Host', '10.5.5.109']]	[['Host', '10.5.5.106']]	[]	[]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	AccessPolicy29	005056BB-0B24-0ed3-0000-863288498942	test rule 3	005056BB-0B24-0ed3-0000-000268484633	True	[]	[]	[['Network', '10.190.0.0_16']]	[['Host', '10.5.5.106']]	[]	[]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	AccessPolicy29	005056BB-0B24-0ed3-0000-863288498942	test rule 4	005056BB-0B24-0ed3-0000-000268484634	True	[]	[]	[['Host', '10.5.5.109']]	[['Host', '10.5.5.104']]	[]	[]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	AccessPolicyName	005056BB-0B24-0ed3-0000-858993537481	Test 1	005056BB-0B24-0ed3-0000-000268482606	True	[]	[]	[]	[['FQDN', 'www.google.ca']]	[]	[]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	BL-Test	005056BB-0B24-0ed3-0000-863288428281	BL-ACI-Test-RULE-0	005056BB-0B24-0ed3-0000-000268482572	True	[['SecurityZone', '656bghg']]	[]	[['Host', '155.100.11.16_32']]	[['Host', '155.100.11.17_32']]	[]	[['ProtocolPortObject', '_portrangetcp1']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	BL-Test	005056BB-0B24-0ed3-0000-863288428281	BL-ACI-Test-RULE-1	005056BB-0B24-0ed3-0000-000268482568	False	[['SecurityZone', '656bghg']]	[]	[['Host', '155.100.11.16_32']]	[['Host', '155.100.11.17_32']]	[]	[['ProtocolPortObject', '_portrangetcp1']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	BL-Test	005056BB-0B24-0ed3-0000-863288428281	BL-ACI-Test-RULE-2	005056BB-0B24-0ed3-0000-000268482569	False	[['SecurityZone', 'a233243']]	[]	[['Host', '155.100.11.16_32']]	[['Host', '155.100.11.17_32']]	[]	[['ProtocolPortObject', '_portrangetcp1']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	BL-Test	005056BB-0B24-0ed3-0000-863288428281	BL-ACI-Test-RULE-3	005056BB-0B24-0ed3-0000-000268482570	False	[['SecurityZone', 'PassiveSZ']]	[]	[['Host', '155.100.11.16_32']]	[['Host', '155.100.11.17_32']]	[]	[['ProtocolPortObject', '_portrangetcp1']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	CANESAccessPolicy	005056BB-0B24-0ed3-0000-871878376972	rule_1567845355.935381	005056BB-0B24-0ed3-0000-000268484623	True	[['SecurityZone', 'inside']]	[['SecurityZone', 'outside']]	[['Network', 'MgmtNetwork']]	[['NetworkGroup', 'INTERNAL-NETWORKS']]	[['ProtocolPortObject', '6668']]	[['ProtocolPortObject', '6667']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	CS101 new policy	005056BB-0B24-0ed3-0000-858993538337	er	005056BB-0B24-0ed3-0000-000268482618	True	[]	[]	[]	[]	[]	[]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	CS101 new policy	005056BB-0B24-0ed3-0000-858993538337	coursera et al	005056BB-0B24-0ed3-0000-000268481986	True	[]	[]	[]	[]	[]	[]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	CS101 new policy	005056BB-0B24-0ed3-0000-858993538337	Giberish	005056BB-0B24-0ed3-0000-000268482583	True	[['SecurityZone', 'outside1']]	[['SecurityZone', 'outside2']]	[]	[]	[['ProtocolPortObject', '8443']]	[['ProtocolPortObject', '8443']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	EU-DC1	005056BB-0B24-0ed3-0000-858993563069	ID000001	005056BB-0B24-0ed3-0000-000268482047	True	[]	[]	[['Network', 'Suazi-EU01-10.1.1.0-24']]	[['Network', 'Suazi-EU01-10.1.2.0-24']]	[]	[]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	EU-DC1	005056BB-0B24-0ed3-0000-858993563069	ID000002	005056BB-0B24-0ed3-0000-000268482051	True	[]	[]	[['Network', 'Suazi-EU01-10.1.2.0-24']]	[['Network', 'Suazi-EU01-10.1.1.0-24']]	[]	[]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	EU-DC1	005056BB-0B24-0ed3-0000-858993563069	ID000003	005056BB-0B24-0ed3-0000-000268482050	True	[]	[]	[['Network', 'Suazi-EU01-10.1.1.0-24'], ['Network', 'Suazi-EU01-10.1.2.0-24']]	[['NetworkGroup', 'Suazi-net']]	[]	[['ProtocolPortObject', 'tcp-443'], ['ProtocolPortObject', 'tcp-80'], ['ProtocolPortObject', 'udp-12345']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	EU-DC1	005056BB-0B24-0ed3-0000-858993563069	ID000004-OpenVPN	005056BB-0B24-0ed3-0000-000268482052	True	[]	[]	[['Network', 'Suazi-EU01-10.1.1.0-24'], ['Network', 'Suazi-EU01-10.1.2.0-24']]	[['NetworkGroup', 'Suazi-net']]	[]	[['PortObjectGroup', 'OpenVPN']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#1	005056BB-0B24-0ed3-0000-000268482058	True	[['SecurityZone', 'outside-zone']]	[]	[['Host', 'Corey']]	[['Host', 'RES0001']]	[]	[['6', '3389']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#2	005056BB-0B24-0ed3-0000-000268482059	True	[['SecurityZone', 'outside-zone']]	[]	[['NetworkGroup', 'BarracudaGroup']]	[['Host', 'REVS0103']]	[]	[['6', '25']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#3	005056BB-0B24-0ed3-0000-000268482060	True	[['SecurityZone', 'outside-zone']]	[]	[['Host', 'PfwSystemsCorp2']]	[['Host', 'PFW_Server']]	[]	[['6', '21']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#4	005056BB-0B24-0ed3-0000-000268482061	True	[['SecurityZone', 'outside-zone']]	[]	[['Host', 'PfwSystemsCorp1']]	[['Host', 'PFW_Server']]	[]	[['6', '21']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#5	005056BB-0B24-0ed3-0000-000268482062	True	[['SecurityZone', 'outside-zone']]	[]	[['Host', 'AMAX-FTP']]	[['Host', 'PFW_Server']]	[]	[['6', '21']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#6	005056BB-0B24-0ed3-0000-000268482063	True	[['SecurityZone', 'outside-zone']]	[]	[['Host', 'Volvo_MMI_FTP']]	[['Host', 'PFW_Server']]	[]	[['6', '21']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#7	005056BB-0B24-0ed3-0000-000268482064	True	[['SecurityZone', 'outside-zone']]	[]	[['Host', 'PfwSystemsCorp2']]	[['Host', 'PFW_Server']]	[]	[['6', '2001']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#8	005056BB-0B24-0ed3-0000-000268482065	True	[['SecurityZone', 'outside-zone']]	[]	[['Host', 'PfwSystemsCorp2']]	[['Host', 'PFW_Server']]	[]	[['6', '2002']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#9	005056BB-0B24-0ed3-0000-000268482066	True	[['SecurityZone', 'outside-zone']]	[]	[['Host', 'PfwSystemsCorp2']]	[['Host', 'PFW_Server']]	[]	[['6', '23']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#10	005056BB-0B24-0ed3-0000-000268482067	True	[['SecurityZone', 'outside-zone']]	[]	[['Host', 'PfwSystemsCorp2']]	[['Host', 'PFW_Server']]	[]	[['6', '449']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#11	005056BB-0B24-0ed3-0000-000268482068	True	[['SecurityZone', 'outside-zone']]	[]	[['Host', 'PfwSystemsCorp2']]	[['Host', 'PFW_Server']]	[]	[['6', '80']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#12	005056BB-0B24-0ed3-0000-000268482069	True	[['SecurityZone', 'outside-zone']]	[]	[['Host', 'PfwSystemsCorp2']]	[['Host', 'PFW_Server']]	[]	[['6', '81']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#13	005056BB-0B24-0ed3-0000-000268482070	True	[['SecurityZone', 'outside-zone']]	[]	[['Host', 'PfwSystemsCorp2']]	[['Host', 'PFW_Server']]	[]	[['6', '8051']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#14	005056BB-0B24-0ed3-0000-000268482071	True	[['SecurityZone', 'outside-zone']]	[]	[['Host', 'PfwSystemsCorp2']]	[['Host', 'PFW_Server']]	[]	[['6', '8052']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#15	005056BB-0B24-0ed3-0000-000268482072	True	[['SecurityZone', 'outside-zone']]	[]	[['Host', 'PfwSystemsCorp2']]	[['Host', 'PFW_Server']]	[]	[['6', '8470']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#16	005056BB-0B24-0ed3-0000-000268482073	True	[['SecurityZone', 'outside-zone']]	[]	[['Host', 'PfwSystemsCorp2']]	[['Host', 'PFW_Server']]	[]	[['6', '8471']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#17	005056BB-0B24-0ed3-0000-000268482074	True	[['SecurityZone', 'outside-zone']]	[]	[['Host', 'PfwSystemsCorp2']]	[['Host', 'PFW_Server']]	[]	[['6', '8472']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#18	005056BB-0B24-0ed3-0000-000268482075	True	[['SecurityZone', 'outside-zone']]	[]	[['Host', 'PfwSystemsCorp2']]	[['Host', 'PFW_Server']]	[]	[['6', '8473']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#19	005056BB-0B24-0ed3-0000-000268482076	True	[['SecurityZone', 'outside-zone']]	[]	[['Host', 'PfwSystemsCorp2']]	[['Host', 'PFW_Server']]	[]	[['6', '8474']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#20	005056BB-0B24-0ed3-0000-000268482077	True	[['SecurityZone', 'outside-zone']]	[]	[['Host', 'PfwSystemsCorp2']]	[['Host', 'PFW_Server']]	[]	[['6', '8475']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#21	005056BB-0B24-0ed3-0000-000268482078	True	[['SecurityZone', 'outside-zone']]	[]	[['Host', 'PfwSystemsCorp2']]	[['Host', 'PFW_Server']]	[]	[['6', '8476']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#22	005056BB-0B24-0ed3-0000-000268482079	True	[['SecurityZone', 'outside-zone']]	[]	[['Host', 'PfwSystemsCorp2']]	[['Host', 'PFW_Server']]	[]	[['6', '8080']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#23	005056BB-0B24-0ed3-0000-000268482080	True	[['SecurityZone', 'outside-zone']]	[]	[['Host', 'PfwSystemsCorp2']]	[['Host', 'PFW_Server']]	[]	[['6', '8081']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#24	005056BB-0B24-0ed3-0000-000268482081	True	[['SecurityZone', 'outside-zone']]	[]	[['Host', 'PfwSystemsCorp2']]	[['Host', 'PFW_Server']]	[]	[['6', '10000']]	[]	[]	[]
